Name,Street Address,Phone,Rating,Reviews,Price Range,Category,Description,Image URL,Listing URL
The Coffee Press,"280 S Green Valley Pkwy, Henderson, NV 89012",(702) 617-7825,4.5,38,$,"Coffee & Tea,Breakfast & Brunch,Sandwiches",I love the dirty chai tea here!! My friend got a strawberry smoothly and it was very refreshing on a hot summer day here in Vegas. This quaint cafe is the perfect place to study or…,"https://s3-media2.fl.yelpcdn.com/bphoto/HLzj2C5nZJF6-pIPj6T_SA/90s.jpg"" srcset=""https://s3-media2.fl.yelpcdn.com/bphoto/HLzj2C5nZJF6-pIPj6T_SA/180s.jpg 2.00x,https://s3-media2.fl.yelpcdn.com/bphoto/HLzj2C5nZJF6-pIPj6T_SA/ms.jpg 1.11x,https://s3-media2.fl.yelpcdn.com/bphoto/HLzj2C5nZJF6-pIPj6T_SA/120s.jpg 1.33x,https://s3-media2.fl.yelpcdn.com/bphoto/HLzj2C5nZJF6-pIPj6T_SA/168s.jpg 1.87x,https://s3-media2.fl.yelpcdn.com/bphoto/HLzj2C5nZJF6-pIPj6T_SA/ls.jpg 2.78x,https://s3-media2.fl.yelpcdn.com/bphoto/HLzj2C5nZJF6-pIPj6T_SA/258s.jpg 2.87x",http://www.yelp.com/biz/the-coffee-press-henderson-2?osq=Coffee
Tapioca Express,"3910 S Maryland Pkwy, Las Vegas, NV 89119",(702) 471-0085,3.5,115,$,"Bubble Tea,Coffee & Tea",The sisig fries were life-changing. I tried this place on a whim and am not disappointed. I'll be back for sure.,"https://s3-media2.fl.yelpcdn.com/bphoto/zaZ_rGgRAQTBA6kgbQSMpw/90s.jpg"" srcset=""https://s3-media2.fl.yelpcdn.com/bphoto/zaZ_rGgRAQTBA6kgbQSMpw/180s.jpg 2.00x,https://s3-media2.fl.yelpcdn.com/bphoto/zaZ_rGgRAQTBA6kgbQSMpw/ms.jpg 1.11x,https://s3-media2.fl.yelpcdn.com/bphoto/zaZ_rGgRAQTBA6kgbQSMpw/120s.jpg 1.33x,https://s3-media2.fl.yelpcdn.com/bphoto/zaZ_rGgRAQTBA6kgbQSMpw/168s.jpg 1.87x,https://s3-media2.fl.yelpcdn.com/bphoto/zaZ_rGgRAQTBA6kgbQSMpw/ls.jpg 2.78x,https://s3-media2.fl.yelpcdn.com/bphoto/zaZ_rGgRAQTBA6kgbQSMpw/258s.jpg 2.87x",http://www.yelp.com/biz/tapioca-express-las-vegas-2?osq=Coffee
Bite Breakfast & Lunch,"4165 S Grand Canyon Dr, Las Vegas, NV 89147",(702) 242-4670,4.5,659,$$,"American (Traditional),Breakfast & Brunch",My wife and I recently moved to Summerlin and Bite has become our go-to spot for weekend breakfast. They offer everything you could possibly expect for breakfast and more. The staff…,"https://s3-media1.fl.yelpcdn.com/bphoto/Ud1IzUmHL6MjB26UbXKFaA/90s.jpg"" srcset=""https://s3-media1.fl.yelpcdn.com/bphoto/Ud1IzUmHL6MjB26UbXKFaA/180s.jpg 2.00x,https://s3-media1.fl.yelpcdn.com/bphoto/Ud1IzUmHL6MjB26UbXKFaA/ms.jpg 1.11x,https://s3-media1.fl.yelpcdn.com/bphoto/Ud1IzUmHL6MjB26UbXKFaA/120s.jpg 1.33x,https://s3-media1.fl.yelpcdn.com/bphoto/Ud1IzUmHL6MjB26UbXKFaA/168s.jpg 1.87x,https://s3-media1.fl.yelpcdn.com/bphoto/Ud1IzUmHL6MjB26UbXKFaA/ls.jpg 2.78x,https://s3-media1.fl.yelpcdn.com/bphoto/Ud1IzUmHL6MjB26UbXKFaA/258s.jpg 2.87x",http://www.yelp.com/biz/bite-breakfast-and-lunch-las-vegas?osq=Coffee
Nook Express,"3535 Las Vegas Blvd, Las Vegas, NV 89109",(866) 733-5827,3.0,13,$$,Coffee & Tea,I wasn't sure what to eat and this is right by the elevators going up to the rooms. Decided to give them a try. They were friendly and helpful.Sausage & Mushroom Pizza - $8 It's a…,"https://s3-media2.fl.yelpcdn.com/bphoto/Fls2xMYi1NkSZdjoe248Uw/90s.jpg"" srcset=""https://s3-media2.fl.yelpcdn.com/bphoto/Fls2xMYi1NkSZdjoe248Uw/180s.jpg 2.00x,https://s3-media2.fl.yelpcdn.com/bphoto/Fls2xMYi1NkSZdjoe248Uw/ms.jpg 1.11x,https://s3-media2.fl.yelpcdn.com/bphoto/Fls2xMYi1NkSZdjoe248Uw/120s.jpg 1.33x,https://s3-media2.fl.yelpcdn.com/bphoto/Fls2xMYi1NkSZdjoe248Uw/168s.jpg 1.87x,https://s3-media2.fl.yelpcdn.com/bphoto/Fls2xMYi1NkSZdjoe248Uw/ls.jpg 2.78x,https://s3-media2.fl.yelpcdn.com/bphoto/Fls2xMYi1NkSZdjoe248Uw/258s.jpg 2.87x",http://www.yelp.com/biz/nook-express-las-vegas-2?osq=Coffee
Bouchon Bakery at the Venetian Theater,"3355 Las Vegas Blvd S, Las Vegas, NV 89109",(702) 414-6203,3.5,56,$$,"Bakeries,French,Sandwiches","This is just a little stand in the middle of the shopping area, with coffee and pastries. Selection was somewhat limited at 6pm, but I guess that's alright for end of day. Not sure…","https://s3-media2.fl.yelpcdn.com/bphoto/nHWjpXbj9gMRHHam1eTHnQ/90s.jpg"" srcset=""https://s3-media2.fl.yelpcdn.com/bphoto/nHWjpXbj9gMRHHam1eTHnQ/180s.jpg 2.00x,https://s3-media2.fl.yelpcdn.com/bphoto/nHWjpXbj9gMRHHam1eTHnQ/ms.jpg 1.11x,https://s3-media2.fl.yelpcdn.com/bphoto/nHWjpXbj9gMRHHam1eTHnQ/120s.jpg 1.33x,https://s3-media2.fl.yelpcdn.com/bphoto/nHWjpXbj9gMRHHam1eTHnQ/168s.jpg 1.87x,https://s3-media2.fl.yelpcdn.com/bphoto/nHWjpXbj9gMRHHam1eTHnQ/ls.jpg 2.78x,https://s3-media2.fl.yelpcdn.com/bphoto/nHWjpXbj9gMRHHam1eTHnQ/258s.jpg 2.87x",http://www.yelp.com/biz/bouchon-bakery-at-the-venetian-theater-las-vegas-2?osq=Coffee
Java Vegas - Gold Coast,"4000 W Flamingo Rd, Las Vegas, NV 89103",(800) 331-5334,3.5,11,$,Coffee & Tea,I came here after taking a break from gambling. I got a Rocky Road ($2.49) in a cup. They give a lot even though it's a single scoop. So I thought it was a good deal but it was…,"https://s3-media2.fl.yelpcdn.com/bphoto/Lvu8dlDoxu3sfZk_kBQzEQ/90s.jpg"" srcset=""https://s3-media2.fl.yelpcdn.com/bphoto/Lvu8dlDoxu3sfZk_kBQzEQ/180s.jpg 2.00x,https://s3-media2.fl.yelpcdn.com/bphoto/Lvu8dlDoxu3sfZk_kBQzEQ/ms.jpg 1.11x,https://s3-media2.fl.yelpcdn.com/bphoto/Lvu8dlDoxu3sfZk_kBQzEQ/120s.jpg 1.33x,https://s3-media2.fl.yelpcdn.com/bphoto/Lvu8dlDoxu3sfZk_kBQzEQ/168s.jpg 1.87x,https://s3-media2.fl.yelpcdn.com/bphoto/Lvu8dlDoxu3sfZk_kBQzEQ/ls.jpg 2.78x,https://s3-media2.fl.yelpcdn.com/bphoto/Lvu8dlDoxu3sfZk_kBQzEQ/258s.jpg 2.87x",http://www.yelp.com/biz/java-vegas-gold-coast-las-vegas?osq=Coffee
Starbucks,"651 N Rainbow Blvd, Las Vegas, NV 89107",(702) 992-6277,3.5,62,$,Coffee & Tea,"To get my day started, I pick up a Starbucks-Venti-Iced-Chai-with-Almond-milk-and-a-pump-of-Toffee-Nut EVERY morning on my way to work. As I am usually right on time, speed and…","https://s3-media3.fl.yelpcdn.com/bphoto/zfEHAv42yR2n52ZB4tWbLA/90s.jpg"" srcset=""https://s3-media3.fl.yelpcdn.com/bphoto/zfEHAv42yR2n52ZB4tWbLA/180s.jpg 2.00x,https://s3-media3.fl.yelpcdn.com/bphoto/zfEHAv42yR2n52ZB4tWbLA/ms.jpg 1.11x,https://s3-media3.fl.yelpcdn.com/bphoto/zfEHAv42yR2n52ZB4tWbLA/120s.jpg 1.33x,https://s3-media3.fl.yelpcdn.com/bphoto/zfEHAv42yR2n52ZB4tWbLA/168s.jpg 1.87x,https://s3-media3.fl.yelpcdn.com/bphoto/zfEHAv42yR2n52ZB4tWbLA/ls.jpg 2.78x,https://s3-media3.fl.yelpcdn.com/bphoto/zfEHAv42yR2n52ZB4tWbLA/258s.jpg 2.87x",http://www.yelp.com/biz/starbucks-las-vegas-31?osq=Coffee
New York Bagel Bakery,"840 S Rancho Dr, Las Vegas, NV 89106",(702) 258-7400,3.0,73,$,"Bagels,Coffee & Tea,Sandwiches","I enjoy the gyro with extra veggies and my little human loVe the fresh bagels.A great locals spot. Off the strip, but worth the trip.","https://s3-media2.fl.yelpcdn.com/bphoto/J0_6MCUEdA0wxp6U5_SMxQ/90s.jpg"" srcset=""https://s3-media2.fl.yelpcdn.com/bphoto/J0_6MCUEdA0wxp6U5_SMxQ/180s.jpg 2.00x,https://s3-media2.fl.yelpcdn.com/bphoto/J0_6MCUEdA0wxp6U5_SMxQ/ms.jpg 1.11x,https://s3-media2.fl.yelpcdn.com/bphoto/J0_6MCUEdA0wxp6U5_SMxQ/120s.jpg 1.33x,https://s3-media2.fl.yelpcdn.com/bphoto/J0_6MCUEdA0wxp6U5_SMxQ/168s.jpg 1.87x,https://s3-media2.fl.yelpcdn.com/bphoto/J0_6MCUEdA0wxp6U5_SMxQ/ls.jpg 2.78x,https://s3-media2.fl.yelpcdn.com/bphoto/J0_6MCUEdA0wxp6U5_SMxQ/258s.jpg 2.87x",http://www.yelp.com/biz/new-york-bagel-bakery-las-vegas-2?osq=Coffee
Gelato Bar,"3849 Spring Mountain Rd, Las Vegas, NV 89102",(702) 477-6799,4.5,441,$,"Gelato,Desserts","***First of all: they have vegan and non-vegan options!!! ***I love ice cream places with unique flavors, like Birthday cake, and Coco Puffs! They allowed us to taste test any…","https://s3-media4.fl.yelpcdn.com/bphoto/wM7TuhF33oKbog9vsFirMA/90s.jpg"" srcset=""https://s3-media4.fl.yelpcdn.com/bphoto/wM7TuhF33oKbog9vsFirMA/180s.jpg 2.00x,https://s3-media4.fl.yelpcdn.com/bphoto/wM7TuhF33oKbog9vsFirMA/ms.jpg 1.11x,https://s3-media4.fl.yelpcdn.com/bphoto/wM7TuhF33oKbog9vsFirMA/120s.jpg 1.33x,https://s3-media4.fl.yelpcdn.com/bphoto/wM7TuhF33oKbog9vsFirMA/168s.jpg 1.87x,https://s3-media4.fl.yelpcdn.com/bphoto/wM7TuhF33oKbog9vsFirMA/ls.jpg 2.78x,https://s3-media4.fl.yelpcdn.com/bphoto/wM7TuhF33oKbog9vsFirMA/258s.jpg 2.87x",http://www.yelp.com/biz/gelato-bar-las-vegas-2?osq=Coffee
Meskel Kitfo,"5785 W Tropicana Ave, Las Vegas, NV 89103",(702) 257-8230,4.0,,,Coffee & Tea,It's an Ethiopian restaurant and mini mart.. Not a coffee shop or anything.. I didn't dine here as I was looking for coffee shop but a lady welcomed me and showed me the small place…,"https://s3-media1.fl.yelpcdn.com/bphoto/5iSmA0T2rbly3mlmq-uYng/90s.jpg"" srcset=""https://s3-media1.fl.yelpcdn.com/bphoto/5iSmA0T2rbly3mlmq-uYng/180s.jpg 2.00x,https://s3-media1.fl.yelpcdn.com/bphoto/5iSmA0T2rbly3mlmq-uYng/ms.jpg 1.11x,https://s3-media1.fl.yelpcdn.com/bphoto/5iSmA0T2rbly3mlmq-uYng/120s.jpg 1.33x,https://s3-media1.fl.yelpcdn.com/bphoto/5iSmA0T2rbly3mlmq-uYng/168s.jpg 1.87x,https://s3-media1.fl.yelpcdn.com/bphoto/5iSmA0T2rbly3mlmq-uYng/ls.jpg 2.78x,https://s3-media1.fl.yelpcdn.com/bphoto/5iSmA0T2rbly3mlmq-uYng/258s.jpg 2.87x",http://www.yelp.com/biz/meskel-kitfo-las-vegas?osq=Coffee
Zenaida’s Cafe,"3430 E Tropicana Ave, Las Vegas, NV 89121",(702) 476-3117,5.0,174,$$,"Cafes,Breakfast & Brunch","Chloe wanted pancakes and we were across town, a side we rarely travel to. We searched ""pancakes"" near our ""current location"" and Zenaida's Cafe popped up. 5 stars and about 150…","https://s3-media2.fl.yelpcdn.com/bphoto/7X2_dUApsiI-WXRQif-QeQ/90s.jpg"" srcset=""https://s3-media2.fl.yelpcdn.com/bphoto/7X2_dUApsiI-WXRQif-QeQ/180s.jpg 2.00x,https://s3-media2.fl.yelpcdn.com/bphoto/7X2_dUApsiI-WXRQif-QeQ/ms.jpg 1.11x,https://s3-media2.fl.yelpcdn.com/bphoto/7X2_dUApsiI-WXRQif-QeQ/120s.jpg 1.33x,https://s3-media2.fl.yelpcdn.com/bphoto/7X2_dUApsiI-WXRQif-QeQ/168s.jpg 1.87x,https://s3-media2.fl.yelpcdn.com/bphoto/7X2_dUApsiI-WXRQif-QeQ/ls.jpg 2.78x,https://s3-media2.fl.yelpcdn.com/bphoto/7X2_dUApsiI-WXRQif-QeQ/258s.jpg 2.87x",http://www.yelp.com/biz/zenaidas-cafe-las-vegas?osq=Coffee
Cafe Americano,"3570 S Las Vegas Blvd, Las Vegas, NV 89109",(702) 650-5921,3.5,214,$$,"Breakfast & Brunch,American (New),Latin American","In the heart of the palace, and 24/7 make it easy and convenient to crash there anytime f the night for a good food! And they serve breakfast at night too! Amazing!The only…","https://s3-media4.fl.yelpcdn.com/bphoto/K75jW1NGNCzi4TZK0hHBOw/90s.jpg"" srcset=""https://s3-media4.fl.yelpcdn.com/bphoto/K75jW1NGNCzi4TZK0hHBOw/180s.jpg 2.00x,https://s3-media4.fl.yelpcdn.com/bphoto/K75jW1NGNCzi4TZK0hHBOw/ms.jpg 1.11x,https://s3-media4.fl.yelpcdn.com/bphoto/K75jW1NGNCzi4TZK0hHBOw/120s.jpg 1.33x,https://s3-media4.fl.yelpcdn.com/bphoto/K75jW1NGNCzi4TZK0hHBOw/168s.jpg 1.87x,https://s3-media4.fl.yelpcdn.com/bphoto/K75jW1NGNCzi4TZK0hHBOw/ls.jpg 2.78x,https://s3-media4.fl.yelpcdn.com/bphoto/K75jW1NGNCzi4TZK0hHBOw/258s.jpg 2.87x",http://www.yelp.com/biz/cafe-americano-las-vegas-6?osq=Coffee
Violette’s Vegan Organic Cafe & Juice Bar,"8560 W Desert Inn Rd, Las Vegas, NV 89117",(702) 685-0466,4.0,535,$$,"Vegan,Juice Bars & Smoothies,Vegetarian","For vegan restaurants this one is one of the best in the valley.The burger was great, bun wasn't gluten free but they have alternative options if you prefer gluten free.The…","https://s3-media4.fl.yelpcdn.com/bphoto/11L8bT6NpvsxzJ5Xi1QQPA/90s.jpg"" srcset=""https://s3-media4.fl.yelpcdn.com/bphoto/11L8bT6NpvsxzJ5Xi1QQPA/180s.jpg 2.00x,https://s3-media4.fl.yelpcdn.com/bphoto/11L8bT6NpvsxzJ5Xi1QQPA/ms.jpg 1.11x,https://s3-media4.fl.yelpcdn.com/bphoto/11L8bT6NpvsxzJ5Xi1QQPA/120s.jpg 1.33x,https://s3-media4.fl.yelpcdn.com/bphoto/11L8bT6NpvsxzJ5Xi1QQPA/168s.jpg 1.87x,https://s3-media4.fl.yelpcdn.com/bphoto/11L8bT6NpvsxzJ5Xi1QQPA/ls.jpg 2.78x,https://s3-media4.fl.yelpcdn.com/bphoto/11L8bT6NpvsxzJ5Xi1QQPA/258s.jpg 2.87x",http://www.yelp.com/biz/violettes-vegan-organic-cafe-and-juice-bar-las-vegas?osq=Coffee
Veranda,"3950 S Las Vegas Blvd, Las Vegas, NV 89109",(702) 632-5000,4.0,420,$$$,"Breakfast & Brunch,Italian,Bars","Best brunch buffet in Vegas! I know, I know, it's not $75/head with 6 rooms of food - that's why it's so great! It's all about quality here, not quantity. The presentation is…","https://s3-media3.fl.yelpcdn.com/bphoto/3mdbELBTz75bpCvotCim_Q/90s.jpg"" srcset=""https://s3-media3.fl.yelpcdn.com/bphoto/3mdbELBTz75bpCvotCim_Q/180s.jpg 2.00x,https://s3-media3.fl.yelpcdn.com/bphoto/3mdbELBTz75bpCvotCim_Q/ms.jpg 1.11x,https://s3-media3.fl.yelpcdn.com/bphoto/3mdbELBTz75bpCvotCim_Q/120s.jpg 1.33x,https://s3-media3.fl.yelpcdn.com/bphoto/3mdbELBTz75bpCvotCim_Q/168s.jpg 1.87x,https://s3-media3.fl.yelpcdn.com/bphoto/3mdbELBTz75bpCvotCim_Q/ls.jpg 2.78x,https://s3-media3.fl.yelpcdn.com/bphoto/3mdbELBTz75bpCvotCim_Q/258s.jpg 2.87x",http://www.yelp.com/biz/veranda-las-vegas?osq=Coffee
Starbucks,"3850 Las Vegas Blvd S, Las Vegas, NV 89109",(702) 597-7777,2.0,39,$,Coffee & Tea,Located near the Sportsbook...I'm a local and always amazed by the prices at franchises on the Strip. Starbucks is no exception and it's utterly disgusting...especially when there…,"https://s3-media2.fl.yelpcdn.com/bphoto/_YMMLHiH4ATT8rUU3ZEEGw/90s.jpg"" srcset=""https://s3-media2.fl.yelpcdn.com/bphoto/_YMMLHiH4ATT8rUU3ZEEGw/180s.jpg 2.00x,https://s3-media2.fl.yelpcdn.com/bphoto/_YMMLHiH4ATT8rUU3ZEEGw/ms.jpg 1.11x,https://s3-media2.fl.yelpcdn.com/bphoto/_YMMLHiH4ATT8rUU3ZEEGw/120s.jpg 1.33x,https://s3-media2.fl.yelpcdn.com/bphoto/_YMMLHiH4ATT8rUU3ZEEGw/168s.jpg 1.87x,https://s3-media2.fl.yelpcdn.com/bphoto/_YMMLHiH4ATT8rUU3ZEEGw/ls.jpg 2.78x,https://s3-media2.fl.yelpcdn.com/bphoto/_YMMLHiH4ATT8rUU3ZEEGw/258s.jpg 2.87x",http://www.yelp.com/biz/starbucks-las-vegas-52?osq=Coffee
Vitality Bowls,"7170 N Durango Dr, Las Vegas, NV 89149",(702) 786-6802,4.0,22,$$,"Juice Bars & Smoothies,Coffee & Tea,Acai Bowls",Love this spot YummyLooking forward to returning soon Family is hooked Great customer service,"https://s3-media1.fl.yelpcdn.com/bphoto/tFrYX_adIgyxPTkJ4nuatA/90s.jpg"" srcset=""https://s3-media1.fl.yelpcdn.com/bphoto/tFrYX_adIgyxPTkJ4nuatA/180s.jpg 2.00x,https://s3-media1.fl.yelpcdn.com/bphoto/tFrYX_adIgyxPTkJ4nuatA/ms.jpg 1.11x,https://s3-media1.fl.yelpcdn.com/bphoto/tFrYX_adIgyxPTkJ4nuatA/120s.jpg 1.33x,https://s3-media1.fl.yelpcdn.com/bphoto/tFrYX_adIgyxPTkJ4nuatA/168s.jpg 1.87x,https://s3-media1.fl.yelpcdn.com/bphoto/tFrYX_adIgyxPTkJ4nuatA/ls.jpg 2.78x,https://s3-media1.fl.yelpcdn.com/bphoto/tFrYX_adIgyxPTkJ4nuatA/258s.jpg 2.87x",http://www.yelp.com/biz/vitality-bowls-las-vegas-3?osq=Coffee
The Coffee Bean & Tea Leaf,"3200 S. Las Vegas Blvd, Las Vegas, NV 89109",(702) 685-4455,3.0,18,$,Coffee & Tea,"Best Coffee Bean in town (well, within about 10mi) that I have been to. Always get the drinks right, very friendly, and quick. Awesome staff. It's just too bad the mall opens in the…","https://s3-media1.fl.yelpcdn.com/bphoto/T2zqSb3xj1x0cw48iP7s4w/90s.jpg"" srcset=""https://s3-media1.fl.yelpcdn.com/bphoto/T2zqSb3xj1x0cw48iP7s4w/180s.jpg 2.00x,https://s3-media1.fl.yelpcdn.com/bphoto/T2zqSb3xj1x0cw48iP7s4w/ms.jpg 1.11x,https://s3-media1.fl.yelpcdn.com/bphoto/T2zqSb3xj1x0cw48iP7s4w/120s.jpg 1.33x,https://s3-media1.fl.yelpcdn.com/bphoto/T2zqSb3xj1x0cw48iP7s4w/168s.jpg 1.87x,https://s3-media1.fl.yelpcdn.com/bphoto/T2zqSb3xj1x0cw48iP7s4w/ls.jpg 2.78x,https://s3-media1.fl.yelpcdn.com/bphoto/T2zqSb3xj1x0cw48iP7s4w/258s.jpg 2.87x",http://www.yelp.com/biz/the-coffee-bean-and-tea-leaf-las-vegas-23?osq=Coffee
Guy Savoy,"3570 Las Vegas Blvd S, Las Vegas, NV 89109",(702) 731-7286,4.5,280,$$$$,"French,Wine Bars,Desserts","Probably one of the best dining experiences for me in USA. Definitely one of my top Michelin experiences! My bf and I have dined Michelin in our hometown SF, NY, Japan, France, Italy…","https://s3-media1.fl.yelpcdn.com/bphoto/en6jfm0xlCpUSy5cJQbPvw/90s.jpg"" srcset=""https://s3-media1.fl.yelpcdn.com/bphoto/en6jfm0xlCpUSy5cJQbPvw/180s.jpg 2.00x,https://s3-media1.fl.yelpcdn.com/bphoto/en6jfm0xlCpUSy5cJQbPvw/ms.jpg 1.11x,https://s3-media1.fl.yelpcdn.com/bphoto/en6jfm0xlCpUSy5cJQbPvw/120s.jpg 1.33x,https://s3-media1.fl.yelpcdn.com/bphoto/en6jfm0xlCpUSy5cJQbPvw/168s.jpg 1.87x,https://s3-media1.fl.yelpcdn.com/bphoto/en6jfm0xlCpUSy5cJQbPvw/ls.jpg 2.78x,https://s3-media1.fl.yelpcdn.com/bphoto/en6jfm0xlCpUSy5cJQbPvw/258s.jpg 2.87x",http://www.yelp.com/biz/guy-savoy-las-vegas-2?osq=Coffee
Starbucks,"7101 W Craig Rd, Las Vegas, NV 89129",(702) 395-6025,3.5,27,$$,Coffee & Tea,"Love this location.No so crowded in the mornings, you'll be in and out. The spicy chorizo is great and if you haven't had it yet, try it! You won't be disappointed.This…","https://s3-media1.fl.yelpcdn.com/bphoto/aAYX2DguHARy8svmhNy27Q/90s.jpg"" srcset=""https://s3-media1.fl.yelpcdn.com/bphoto/aAYX2DguHARy8svmhNy27Q/180s.jpg 2.00x,https://s3-media1.fl.yelpcdn.com/bphoto/aAYX2DguHARy8svmhNy27Q/ms.jpg 1.11x,https://s3-media1.fl.yelpcdn.com/bphoto/aAYX2DguHARy8svmhNy27Q/120s.jpg 1.33x,https://s3-media1.fl.yelpcdn.com/bphoto/aAYX2DguHARy8svmhNy27Q/168s.jpg 1.87x,https://s3-media1.fl.yelpcdn.com/bphoto/aAYX2DguHARy8svmhNy27Q/ls.jpg 2.78x,https://s3-media1.fl.yelpcdn.com/bphoto/aAYX2DguHARy8svmhNy27Q/258s.jpg 2.87x",http://www.yelp.com/biz/starbucks-las-vegas-43?osq=Coffee
Le Cafe Ile St. Louis,"3655 Las Vegas Blvd S, Las Vegas, NV 89109",(702) 946-7000,3.0,486,$$,"French,Coffee & Tea,Breakfast & Brunch",What an awesome people watching spot to have lunch or dinner.The menu has a great selection. I had the onion soup which was great. It had a nice deep flavor to it. It was not…,"https://s3-media2.fl.yelpcdn.com/bphoto/ptTg5cK5XgsHFrDSvNBnzw/90s.jpg"" srcset=""https://s3-media2.fl.yelpcdn.com/bphoto/ptTg5cK5XgsHFrDSvNBnzw/180s.jpg 2.00x,https://s3-media2.fl.yelpcdn.com/bphoto/ptTg5cK5XgsHFrDSvNBnzw/ms.jpg 1.11x,https://s3-media2.fl.yelpcdn.com/bphoto/ptTg5cK5XgsHFrDSvNBnzw/120s.jpg 1.33x,https://s3-media2.fl.yelpcdn.com/bphoto/ptTg5cK5XgsHFrDSvNBnzw/168s.jpg 1.87x,https://s3-media2.fl.yelpcdn.com/bphoto/ptTg5cK5XgsHFrDSvNBnzw/ls.jpg 2.78x,https://s3-media2.fl.yelpcdn.com/bphoto/ptTg5cK5XgsHFrDSvNBnzw/258s.jpg 2.87x",http://www.yelp.com/biz/le-cafe-ile-st-louis-las-vegas-4?osq=Coffee
Newport Cafe,"2711 E Sahara Ave, Las Vegas, NV 89104",(702) 754-1414,4.5,21,$,"Pizza,Cafes,Cheesesteaks",Great little lunch spot $4.99 for a small pizza $5.99 for a Philly with everything well seasoned.fries where hot and crisp.Gyro is $4.99 on a soft pita everything comes out hot…,"https://s3-media1.fl.yelpcdn.com/bphoto/Qm94iQImfuk5TV_mFJLGhA/90s.jpg"" srcset=""https://s3-media1.fl.yelpcdn.com/bphoto/Qm94iQImfuk5TV_mFJLGhA/180s.jpg 2.00x,https://s3-media1.fl.yelpcdn.com/bphoto/Qm94iQImfuk5TV_mFJLGhA/ms.jpg 1.11x,https://s3-media1.fl.yelpcdn.com/bphoto/Qm94iQImfuk5TV_mFJLGhA/120s.jpg 1.33x,https://s3-media1.fl.yelpcdn.com/bphoto/Qm94iQImfuk5TV_mFJLGhA/168s.jpg 1.87x,https://s3-media1.fl.yelpcdn.com/bphoto/Qm94iQImfuk5TV_mFJLGhA/ls.jpg 2.78x,https://s3-media1.fl.yelpcdn.com/bphoto/Qm94iQImfuk5TV_mFJLGhA/258s.jpg 2.87x",http://www.yelp.com/biz/newport-cafe-las-vegas?osq=Coffee
Tea Drops Boba Supplies LV,"4568 Spring Mountain, Las Vegas, NV 89102",(702) 251-8100,4.0,18,$$,"Coffee & Tea,Bubble Tea","The young man was very friendly. He helped me decide which items to pick for my personal use, even offering to assist me in carrying everything out.","https://s3-media1.fl.yelpcdn.com/bphoto/bXIXgllA3zmXZdGhJGHjvA/90s.jpg"" srcset=""https://s3-media1.fl.yelpcdn.com/bphoto/bXIXgllA3zmXZdGhJGHjvA/180s.jpg 2.00x,https://s3-media1.fl.yelpcdn.com/bphoto/bXIXgllA3zmXZdGhJGHjvA/ms.jpg 1.11x,https://s3-media1.fl.yelpcdn.com/bphoto/bXIXgllA3zmXZdGhJGHjvA/120s.jpg 1.33x,https://s3-media1.fl.yelpcdn.com/bphoto/bXIXgllA3zmXZdGhJGHjvA/168s.jpg 1.87x,https://s3-media1.fl.yelpcdn.com/bphoto/bXIXgllA3zmXZdGhJGHjvA/ls.jpg 2.78x,https://s3-media1.fl.yelpcdn.com/bphoto/bXIXgllA3zmXZdGhJGHjvA/258s.jpg 2.87x",http://www.yelp.com/biz/tea-drops-boba-supplies-lv-las-vegas-2?osq=Coffee
Life’s A Bagel,"2223 N Rampart Blvd, Las Vegas, NV 89128",(702) 565-5055,4.5,65,$,"Delis,Bagels,American (Traditional)",What a wonderful experience with owner Mat and Alison who catered Break the Fast For our Sun City AnthemHavurah.we had 180 attendees and I had such a phenomenal response from the…,"https://s3-media4.fl.yelpcdn.com/bphoto/FhtAMbbeci17Htu8Y5z_aA/90s.jpg"" srcset=""https://s3-media4.fl.yelpcdn.com/bphoto/FhtAMbbeci17Htu8Y5z_aA/180s.jpg 2.00x,https://s3-media4.fl.yelpcdn.com/bphoto/FhtAMbbeci17Htu8Y5z_aA/ms.jpg 1.11x,https://s3-media4.fl.yelpcdn.com/bphoto/FhtAMbbeci17Htu8Y5z_aA/120s.jpg 1.33x,https://s3-media4.fl.yelpcdn.com/bphoto/FhtAMbbeci17Htu8Y5z_aA/168s.jpg 1.87x,https://s3-media4.fl.yelpcdn.com/bphoto/FhtAMbbeci17Htu8Y5z_aA/ls.jpg 2.78x,https://s3-media4.fl.yelpcdn.com/bphoto/FhtAMbbeci17Htu8Y5z_aA/258s.jpg 2.87x",http://www.yelp.com/biz/lifes-a-bagel-las-vegas-2?osq=Coffee
